time_published,title,summary,overall_sentiment_score,relevance_score
20220922T081405,'The priorities were a little baffling': Evite CEO David Yeom on transforming the platform's business model,"Evite CEO David Yeom discusses the transformation of the digital invitation platform's business model. Under his leadership, Evite shifted from an ad-based revenue stream to commerce, focusing on premium invitations and gifting, and redesigned its brand with in-house talent. The changes led to profitability in 2021 and plans for international expansion.",0.193027,0.636769
20220928T080535,eBay Motors to Sponsor Sarah and Bridget Burgess in Historic Mother-Daughter ARCA Race,"eBay Motors will be sponsoring Sarah and Bridget Burgess in the ARCA Menards West Series race on October 14, 2022, marking the first time a mother and daughter have raced against each other in NASCAR and ARCA history. Sarah Burgess, who also works for eBay Motors, will be racing the number 97 eBay Motors Chevrolet SS, while her daughter Bridget will also compete. The event will take place at The Bullring in Las Vegas, NV, and will be live-streamed on FloRacing.",0.478971,1.0
20220928T080535,eBay User Agreement Changes 9-28-22,"eBay has updated its User Agreement, effective October 28, 2022, as part of its Fall 2022 Seller Update. Key changes include terms for Indian users, clarification on seller payment authorization, details on the eBay International Shipping Program, and increased responsibility for user fraud losses for both buyers and sellers. These updates aim to address marketplace facilitator laws and protect eBay from fraud-related financial losses.",0.111087,1.0
20220929T124800,Inside the bizarre harassment scheme that’s sending former EBay execs to prison,"Two former eBay executives, James Baugh and David Harville, were sentenced to prison for leading a harassment campaign against the creators of an online newsletter. The campaign involved sending disturbing deliveries like live spiders and a funeral wreath, orchestrated in retaliation for critical coverage of eBay. The victims expressed fear that such schemes could set a precedent for companies targeting journalists.",-0.445776,1.0
20220929T213900,Ex-eBay execs heading to prison for harassing couple behind newsletter,"Two former eBay Inc. security executives, Jim Baugh and David Harville, were sentenced to prison for leading a harassment campaign against a Massachusetts couple who published an online newsletter critical of eBay. The campaign included sending disturbing items to the couple's home and cyberstalking. Their actions were reportedly fueled by a ""toxic culture"" at eBay and anger from the company's then-CEO regarding the newsletter.",-0.604568,1.0
20220930T013000,Live spiders and cockroaches: Ex-eBay executives get prison time in harassment plot,"Former eBay Inc. executives, James Baugh and David Harville, have received prison sentences for orchestrating a harassment campaign against the creators of an online newsletter, David and Ina Steiner. The scheme involved sending disturbing items like live spiders, cockroaches, and a funeral wreath to their home. Both convicted executives apologized for their actions, which stemmed from negative coverage of eBay in the couple's newsletter and an executive's message to ""take her down.""",-0.641752,1.0
20220930T180900,Former eBay executives sentenced for cyberstalking married couple,"Two former eBay executives, Jim Baugh and David Harville, were sentenced in connection with a 2019 cyberstalking case targeting a Massachusetts couple, David and Ina Steiner. The executives orchestrated a campaign of harassment, sending disturbing items and attempting to install a GPS tracker, because the couple's blog criticized eBay. Baugh received four years and nine months in prison, while Harville was sentenced to two years, as the victims pursue a civil lawsuit against eBay and its former CEO.",-0.31795,1.0
20221002T183400,GALLERY: Meta data center expansion announced in Eagle Mountain,"Meta, Facebook's parent company, announced an expansion of its data center in Eagle Mountain, Utah, with five buildings already constructed. The third phase of the expansion introduces a new campus, bringing Meta's total investment to $1.5 billion. This expanded capacity will support the Metaverse and is part of a growing trend of data centers in Utah, which also includes facilities by eBay, Twitter, and Oracle.",0.248236,0.703614
20221007T070925,1962 Amazing Spider-Man Comic Makes eBay History,"A 1962 edition of Amazing Fantasy #15, featuring Spider-Man's first appearance, recently sold for $65,100 on eBay, making it the third top-selling comic book on the platform. The sale coincides with Spider-Man's 60th anniversary and highlights the increasing value of rare comic books as long-term investments. The comic was sold by Ted Straka, whose friend had purchased and graded the item years prior, seeing its potential value.",0.413758,1.0
20221011T094200,Ex-eBay employees sentenced for harassing couple behind newsletter,"Two former eBay security employees, Stephanie Popp and Stephanie Stockwell, have been sentenced for their involvement in a cyberstalking campaign against a Massachusetts couple who published an online newsletter critical of eBay. Popp received a year in prison, while Stockwell was given a year of home confinement. The harassment campaign in 2019 included sending disturbing items like cockroaches, fly larvae, and a bloody pig mask to the couple's home.",-0.314917,0.959802
20221011T160200,Judge sentences ex-eBay employees for roles in harassment scheme,"Two former eBay employees were sentenced for their roles in a harassment campaign against a newsletter's creators, which involved sending disturbing items like live spiders and a bloody pig mask. Stephanie Popp, a senior manager, received prison time, while Stephanie Stockwell, a manager, was given probation. This scheme was orchestrated by former director James Baugh, who has already been sentenced.",-0.64492,0.957943
20221013T123700,"Former eBay execs. Stephanie Popp, Stephanie Stockwell sentenced in cyberstalking case","Former eBay employees Stephanie Popp and Stephanie Stockwell were sentenced in Boston federal court for cyberstalking a Massachusetts couple. Popp received a year and a day in prison, while Stockwell was given two years of probation with one year of home confinement. They were part of a team that harassed the couple, who published a newsletter critical of eBay, by sending disturbing deliveries and making threats.",-0.600216,1.0
20221017T091300,Better Fintech Stock: PayPal or Upstart,"This article compares PayPal (PYPL) and Upstart (UPST), two fintech stocks that have underperformed due to rising interest rates and other macro headwinds. It highlights PayPal's struggles with slowing growth, broken promises, and internal issues, while Upstart faces challenges as its AI-driven lending model is impacted by increasing interest rates. Despite both facing significant hurdles, the author concludes that PayPal is the better buy due to its current profitability, cheaper valuation, and large user base, assuming its management improves its execution.",0.125209,0.729776
20221022T070925,Halloween costume ideas: eBay is removing Jeffrey Dahmer costumes after newly sparked interest in notorious serial killer,"eBay is removing listings for Jeffrey Dahmer costumes due to its ""Violence and Violent Criminal Policy,"" which prohibits items promoting or glorifying violence or violent acts. This action comes after a surge of interest in the serial killer following the release of Netflix's ""Monster: The Jeffrey Dahmer Story."" Despite the ban, similar items are still found on other platforms like Etsy.",-0.116898,0.900691
20221026T140900,"Post-college, BerDale Robins tackles clothing line, coaching, prepping for pro push","Former Nevada defensive back BerDale Robins is venturing into entrepreneurship with his clothing line, Take Money Clothing, which he started in 2017. He is also pursuing his dream of playing professional football while recovering from an injury and engaging in coaching and charitable activities. Robins discussed his business journey, drawing inspiration from figures like Steve Jobs and Nipsey Hussle, and his plans for expanding his brand.",-0.13936,0.723882
20221031T092000,eBay Acquires TCGplayer,"eBay Inc. announced it has completed its acquisition of TCGplayer for approximately $295 million. This acquisition aims to enhance the overall collecting experience for enthusiasts by combining eBay's expertise in trading cards with TCGplayer's e-commerce platform and omnichannel capabilities. TCGplayer will continue to operate autonomously, leveraging eBay's resources to further connect hobbyists and sellers with collectors worldwide.",0.466104,1.0
20221101T061304,"Fostering a More Accessible, Tech-Savvy Community of Sellers","This article highlights Greg Perry, an eBay seller with physical disabilities who has been selling on the platform since 1999. He shares his story of leveraging his writing skills and adapting to technological changes to build a successful eBay business, emphasizing the platform's community feel and flexibility. Greg now leads a Facebook group to help other sellers, advocating for increased accessibility in e-commerce and commending eBay's efforts in this area.",0.431336,1.0
20221102T061304,"Pitney Bowes, eBay extend cross-border shipping partnership","Pitney Bowes and eBay have extended their cross-border shipping partnership, with Pitney Bowes continuing to provide technology, compliance, and delivery services for eBay's new International Shipping service. This renewal builds on a decade-long collaboration, aiming to simplify international selling for eBay customers in the U.S. and U.K. The partnership highlights Pitney Bowes' ongoing investments in e-commerce infrastructure, including new hubs, enhanced tracking, and the adoption of AI-powered robotics and autonomous trucks to improve parcel delivery efficiency.",0.415104,1.0
20221103T061304,eBay’s 2022 Small Business Report: Creating Economic Opportunity For All,"eBay's 2022 Small Business Report highlights the platform's crucial role in empowering small businesses, with 71% of sellers heavily relying on eBay and many stating their businesses wouldn't exist without it. The report emphasizes accessibility for all entrepreneurs, especially women and individuals with disabilities, and details how eBay supports sellers through various initiatives, global reach, and the promotion of recommerce. It also notes that many sellers are 'accidental entrepreneurs' who turn their passions into profitable businesses on the platform.",0.429322,0.957036
20221104T061304,eBay Has A New Chief Marketing Officer - Adrian Fung,"Adrian Fung has been promoted to eBay's Global Chief Marketing Officer, as announced by Chief Growth Officer Julie Loeger. Fung, who joined eBay in July 2021, previously held marketing roles at Walmart/Sam's Club, UpWork, and Intuit. This promotion raises questions about the roles of current regional CMOs, including Andrea Stairs, Eve Williams, and Amrita Blickstead, with some executive shuffles already reported in the UK and Australia.",0.109156,1.0
20221106T073000,EBay’s focus on luxury to refurbished goods drives results beat,"EBay Inc. surpassed Wall Street's quarterly targets as inflation-conscious shoppers increasingly bought refurbished goods and the company expanded its luxury offerings. Despite forecasting holiday-quarter revenue slightly below estimates, investors drove shares up nearly 8% in extended trading, recognizing eBay's appeal for value in a high-inflation environment. The company acknowledged risks from a strong U.S. dollar, Europe's energy crisis, and consumer confidence but noted increased demand for home energy products in Germany.",0.082049,1.0
20221107T061304,"EBay modernizes desktop seller tech stack, eliminates legacy tools","eBay has modernized its desktop seller tech stack by migrating all desktop sellers to a single unified listing experience globally, eliminating multiple legacy tools and accelerating innovation. The company also made strategic acquisitions, including myFitment and TCGplayer, to enhance its offerings for collector items and expand its capabilities in areas like inventory management and cross-border trade. These efforts reflect a focus on improving customer experience and driving site-wide conversion, despite a slight decline in net revenue for the quarter.",0.174833,0.964764
20221107T182500,eBay Inc. Announces Pricing $1.15 Billion Senior Unsecured Notes Offering,"eBay Inc. announced the pricing of a $1.15 billion underwritten public offering of senior unsecured notes, consisting of 5.900% Notes due 2025, 5.950% Notes due 2027, and 6.300% Notes due 2032. The offering is expected to close on November 22, 2022. eBay intends to use the net proceeds to redeem outstanding floating rate and fixed rate notes due 2023, with the remainder for general corporate purposes.",0.273487,1.0
20221108T061304,"Resale Shoppers to Buy More in 2023, But What About the Seller Side?","A new survey by Morning Consult indicates that the robust resale market is set to grow further in 2023, with 62% of consumers having engaged in purchase-driven resale shopping and 37% expecting to increase their secondhand purchases. While buyer activity is strong across demographics, attracting sellers remains a challenge for companies like TheRealReal. The article highlights the critical imbalance between buyers and sellers, which is driving consolidation in the secondary market.",0.166681,0.948829
20221110T061304,eBay predicts shoppers will ditch buying new products this Black Friday,"eBay predicts that shoppers will prioritize pre-loved and refurbished items this Black Friday and holiday season, driven by cost-of-living concerns. Research indicates over half of consumers plan to shop second-hand, potentially saving the nation £8 billion and significantly reducing carbon emissions and waste. eBay plans to exclusively promote refurbished and pre-loved deals this Black Friday, encouraging more sustainable shopping habits.",0.403673,1.0
20221111T163616,Outfitting Veterans With Pre-Loved Suits to Give Them a Second Chance,"Alex Carrera, through his eBay store for the nonprofit ""Save a Suit,"" provides free business attire to veterans nationwide. The eBay store sells pre-loved suits with minor flaws, with all proceeds directly funding the charity's mission to clothe over 5,000 veterans. This initiative not only helps veterans re-enter the workforce but also fosters community connections and demonstrates the profound impact one individual can have.",0.435794,1.0
20221112T161900,"Alibaba, JD.com keep mum on this year’s Singles’ Day transaction volume","For the first time, Chinese e-commerce giants Alibaba and JD.com did not disclose their final gross merchandise volume (GMV) for the Singles' Day shopping festival, amid economic headwinds and China's zero-Covid policy. While Alibaba stated its results were in line with last year's GMV and JD.com claimed ""record-breaking"" results, analysts speculate the actual figures might have been underwhelming, leading to their decision to withhold specific numbers. This transparency shift reflects the challenging economic environment affecting consumer spending in China.",-0.06828,0.557044
20221114T063617,"Pitney Bowes Launches PitneyShip™ Cube, the First-of-Its-Kind Shipping Label Printer With Built-In Scale","Pitney Bowes has introduced PitneyShip Cube, a groundbreaking wireless shipping label printer that includes a built-in scale. This all-in-one device, combined with the PitneyShip software, enables users to streamline their shipping process by weighing packages, comparing discounted rates, printing labels, and tracking orders from a single compact unit. It is designed to benefit ecommerce sellers and office shippers by saving time and space, enhancing efficiency, and offering discounted USPS and UPS shipping rates.",0.243277,0.732284
20221116T080000,eBay Opens Store in NYC that Accepts Pre-Owned Luxury as Currency,"eBay has opened a pop-up ""Luxury Exchange"" store in New York City's Diamond District, allowing customers to trade their pre-owned luxury jewelry, handbags, and watches for ""closet currency"" to purchase authenticated items. This initiative responds to the growing trend of luxury resale as an alternative investment, with a recent report indicating that many luxury shoppers view their items as a form of currency. The store highlights eBay's Authenticity Guarantee program, expanding to fine jewelry, and aims to provide an in-person experience reflecting the platform's luxury offerings.",0.422641,1.0
20221117T045000,eBay Inc. stock outperforms competitors despite losses on the day,"On Thursday, November 17, 2022, eBay Inc. stock (EBAY) fell by 0.04% to $45.47, underperforming the broader market indices like the S&P 500 and Dow Jones. Despite this daily loss, eBay outperformed competitors such as Amazon.com Inc., Walmart Inc., and Costco Wholesale Corp., which experienced larger declines. The stock closed significantly below its 52-week high, with trading volume also below its 50-day average.",0.177067,0.958296
20221117T090000,eBay Motors Auctions One-of-a-Kind Vehicles Collected from a Nationwide Road Trip of America's Hottest Car Cultures,"eBay Motors concluded its 'Parts of America' tour in Los Angeles, showcasing eleven custom vehicles collected from diverse car cultures across the nation. Four of these unique vehicles, including a 1969 Ford F100 Ranger and a 2012 Audi R8 Twin-Turbo, are being auctioned on eBay, highlighting the marketplace's role in supporting automotive enthusiasts. This initiative demonstrates how parts from eBay Motors enable the customization and restoration of vehicles, bringing various car cultures to life.",0.410451,1.0
20221124T190000,Plowing on: Deere & Co. is going from strength to strength,"Deere & Co. reported strong sales and profits, forecasting an even better 2023 for its agricultural equipment business. Despite economic concerns, demand for their products (ranging from tractors to specialized mowers) remains robust, with the company successfully passing on cost increases to customers. Deere's shares have outperformed the market, rising 25% this year.",0.05828,0.723681
20221205T051305,Executives from eBay and Golden State Foods Join GS1 US Board of Governors,"GS1 US has elected Scott Gaffney from eBay and Brian Dick from Golden State Foods to its Board of Governors. These industry leaders will help guide GS1 US's strategy to enhance supply chain efficiency and visibility across various sectors, supporting members with digital transformation and demand planning. Their expertise is expected to be instrumental in optimizing supply chains to meet consumer needs.",0.256375,0.919593
20221205T185645,Survey: Side Hustlers on the Rise,"A LendingTree survey reveals that 44% of Americans now have a side hustle, a 13% increase since 2020, primarily driven by inflation. Many side hustlers, especially those with lower incomes, rely on this extra income to cover primary expenses, earning an average of $473 per month. The study also indicates a recovery in the job market, as fewer people are starting side gigs due to job loss, with inflation being the primary motivator for new side hustles.",0.10207,0.604026
20221207T051305,eBay and Nike honor sneaker legend with charity SB Dunk release,"eBay and Nike are commemorating the 20th anniversary of Nike SB with a special charity release of the iconic eBay Dunk sneakers. The original 2003 auction raised funds for skate parks, and this new release honors Sandy Bodecker, Nike's late VP of special projects and a pivotal figure in Nike SB's success, with proceeds benefiting the Sandy Bodecker Foundation. The release includes 10 unique pairs with a skateable shoe box and translucent material, symbolizing cuts made to the original design, and features an event called ""Skate 'Em Out the Store"" in Portland where popular SB Dunks are sold for $65, provided buyers skate them out.",0.443302,1.0
20221207T051305,eBay and Nike Reissue the Iconic ‘eBay Dunk’,"eBay and Nike are reissuing the iconic ""eBay Dunk"" to commemorate 20 years of the Nike SB Dunk. This release includes a limited charity auction benefiting The Bodecker Foundation and a general release design. Additionally, the brands are opening a ""Skate 'Em Out Store"" in Portland, Oregon, offering select Nike SB Dunk shoes at their original 2002 MSRP of $65.",0.030499,0.315043
20221208T051305,"App company cannot be held liable for murders of 2 users, judge finds","A federal judge has ruled that the online marketplace app Letgo (now OfferUp) cannot be held liable for the murders of Joseph and Jossline Roland by a user they met through the app. Despite the tragic circumstances, the judge found that the victims' children did not present a plausible claim of liability under Colorado law and that the platform was largely protected by Section 230 of the Communications Decency Act. The ruling highlighted that the app and its users do not have a legal duty to each other in the same way recognized relationships do, and the ""verified"" label on the killer's profile did not constitute actionable deceptive practice.",0.008592,0.32208
20221210T061400,"Nike, eBay reissue iconic 'eBay Dunk' shoe","Nike and eBay have reissued the iconic ""SB Dunk"" shoe to celebrate its 20th anniversary, with events held in Portland. Special edition shoes were sold and auctioned, with proceeds benefiting the Bodecker Foundation to support arts and skating programs in the local community. This initiative mirrors a 2003 auction that funded skate parks in Portland.",0.009303,0.331327
20221212T051305,eBay launches refurbished Peloton bikes in the UK at £350 off new RRP,"eBay UK has launched Certified Refurbished Peloton bikes at a price of £995, offering a saving of £350 off the new RRP. This initiative addresses a 23% surge in demand for Peloton bikes on eBay, providing a more accessible option for fitness enthusiasts. The pre-loved bikes are inspected, refurbished, and tested by Peloton to ensure a like-new condition, backed by a 12-month warranty and eBay's Money Back Guarantee.",0.412602,1.0
20221214T051305,Barracuda Networks named an eBay exec to be its CFO,"Barracuda Networks has appointed Joe Billante, formerly eBay's head of investor relations, as its new Chief Financial Officer. Billante will be responsible for the financial operations of the Campbell-based cybersecurity company. This follows several leadership changes and acquisitions for Barracuda Networks, as previously reported.",0.145715,0.812511
20221215T173643,Will WhatsApp Partnership Boost MercadoLibre’s Earnings?,"MercadoLibre's stock has trended lower in 2022, but a new partnership with Meta Platforms' WhatsApp for payment processing in Brazil could provide a significant boost. The e-commerce specialist is testing payment processing for business users on WhatsApp, aiming for a seamless checkout experience. Despite strong earnings and revenue growth, MercadoLibre has recently missed earnings views, and the stock is working on its fifth consecutive week of declines, suggesting it still needs to stage a rally to become a less risky investment.",0.124593,0.648469
20221216T163616,How eBay Employees Are Teaming Up with Nonprofits to Encourage Entrepreneurship,"eBay employees are volunteering with nonprofits to foster entrepreneurship in various communities worldwide through the eBay Foundation's Global Give program. This initiative supports aspiring entrepreneurs, particularly within migrant, displaced, and underserved youth populations, providing mentorship, training, and resources. Employee volunteers report that this work enriches their professional and personal lives, demonstrating eBay's commitment to social impact.",0.479652,1.0
20221219T051100,EBay targets Gen Z with first brand campaign in three years,"EBay is launching its first brand campaign in three years, specifically targeting Gen Z. The campaign was announced on December 19, 2022, and aims to connect with a younger demographic. The article is very brief and provides minimal details beyond this announcement.",0.301594,1.0
20221222T053853,eBay India participates in the 6th edition of Payoneer’s Forum,"eBay India participated as an 'export partner' in the 6th edition of the Payoneer Forum, an event series across seven Indian cities aimed at empowering exporters to expand internationally. eBay engaged with cross-border sellers to showcase the ease of international business through its platform, reinforcing its commitment to helping local sellers succeed globally. The forum featured interactive keynotes and masterclasses, with eBay highlighting its Global Xpansion Program and the expansion of its authentication service to the fine jewelry category.",0.211053,1.0
20221226T163618,eBay Business Model,"The eBay business model centers around an online marketplace for buyers and sellers, generating revenue primarily through seller fees, advertising, and subsidiary contributions. Founded in 1995, eBay has grown into a major e-commerce platform by offering a low-fee, accessible auction and direct sales environment. The article details eBay's customer segments, value propositions, revenue streams, key resources, activities, partners, cost structure, and a SWOT analysis, while also comparing it to competitors like Amazon and Alibaba.",0.146644,1.0
20221227T051305,For Sale on eBay: A Military Database of Fingerprints and Iris Scans (Published 2022),"A German security researcher purchased a military biometric device, a Secure Electronic Enrollment Kit (SEEK II), on eBay for $68. The device, which was last used in Afghanistan in 2012, contained the names, nationalities, photographs, fingerprints, and iris scans of 2,632 individuals, many from Afghanistan and Iraq. This discovery highlights the unintended longevity of military data collection tools and the potential risks if such sensitive information falls into the wrong hands.",0.042768,1.0
20230105T042905,Top 15 Carvana Competitors & Alternatives in 2023,"This article identifies the top 15 competitors and alternatives to Carvana in the used car market, highlighting their business models, services, and unique selling points. It covers online platforms, traditional dealerships, and auction sites, offering a comprehensive overview for consumers looking to buy or sell used cars. The piece details how each alternative compares to Carvana, focusing on features like financing, return policies, and inventory.",0.096486,0.709845
20230111T041437,Why celebrities are investing in online luxury watch reseller Bezel,"Online luxury watch reseller Bezel, launched in 2022, has attracted significant investment from celebrities like Kevin Hart, John Legend, and prominent athletes. The company aims to capture a share of the expanding US$20 billion secondary watch market by prioritizing authenticity verification through experts at its Los Angeles headquarters. Bezel CEO Quaid Walker highlights the company's focus on building trust with customers, differentiating its approach from competitors that may lack robust authentication processes.",0.102172,0.822318
20230116T175258,Samsung hires ex-Yogiyo CEO to lead online sales as rivals axe jobs,"Samsung Electronics has appointed Kang Shin-bong, former CEO of Yogiyo, as its new online sales chief to enhance direct-to-consumer channels. This move comes as other major tech companies are implementing significant job cuts. Simultaneously, Samsung is actively recruiting semiconductor talent globally through recruitment fairs and partnerships with universities, emphasizing its continued investment in R&D and skilled professionals despite cost-cutting measures.",0.021926,0.302751
20230117T030000,Steve Cohen-Backed Collectibles Firm Goldin Starts New Platform,"Goldin, a high-end collectibles auction house backed by Steve Cohen, is launching a new online marketplace to compete with platforms like EBay. The platform offers e-commerce capabilities, authentication, grading services, and a physical vault for storage, aiming to simplify the selling process for collectibles. This move signifies Goldin's strategy to broaden its reach beyond high-end auctions and enter the mainstream market.",0.047282,0.311509
20230117T041437,Mets Owner-backed Marketplace Aims to Rival eBay Collectibles,"Goldin Auctions has launched Goldin Marketplace, a new platform for buying and selling collectibles, backed by New York Mets owner Steve Cohen and Collectors Holdings, Inc. The marketplace aims to compete directly with eBay and PWCC, offering integrated authentication, grading services from PSA, and the Collectors Vault. Goldin Marketplace seeks to provide a seamless experience for collectors to research, grade, buy, sell, vault, and insure items, with initial seller fees at 16.7% for items under $2,499 (introductory rate of 8.3%).",-0.12374,1.0
20230127T041823,The Weekly Closeout: Foot Locker faces privacy suit and Levi’s misquotes Mark Twain,"This article covers Foot Locker facing a class-action privacy lawsuit under California's Invasion of Privacy Act, seeking $25 million in damages for allegedly recording chat communications without consent. It also highlights Levi's CEO Chip Bergh's statement on skinny jeans, where he misquoted Mark Twain while asserting their continued popularity. The piece further details retail news including 1-800-Flowers launching a marketplace, eBay investing in luxury resale platform Cudoni, and Lowe's introducing kids' birthday party packages.",0.051407,0.601284
20230127T155400,Salesforce appoints new board directors amid activist investor pressure,"Salesforce has appointed three new board directors, including hedge fund ValueAct Capital's chief, Mason Morfit, Mastercard CFO Sachin Mehra, and former Carnival Corp CEO Arnold Donald. This move comes amidst increasing pressure from activist investors seeking better cost control and management changes at the cloud-based software firm. While these appointments were planned to enhance operational skills, they also respond to demands from prominent activist investment firms like Elliott Management, Starboard Value, Inclusive Capital, and ValueAct, who have all engaged with Salesforce regarding their concerns.",0.126164,0.6317
20230202T030558,AMZN Earnings: All you need to know about Amazon’s Q4 2022 earnings results,"Amazon.com, Inc. (AMZN) reported its Q4 2022 earnings, with net sales increasing 9% year-over-year to $149.2 billion, beating expectations. However, net income significantly dropped to $0.3 billion, or $0.03 per share, from $14.3 billion in the prior year, causing the stock to fall 5% in after-market hours. For Q1 2023, Amazon projects net sales between $121-126 billion.",0.036212,0.636515
20230202T031715,"EBay, Notable Live partner on NFTs, experiences for sports fans","EBay has partnered with Notable Live, a digital experience platform, to offer NFTs, exclusive athlete merchandise, and unique experiences to sports fans. This collaboration, backed by an undisclosed investment from EBay Ventures, aims to enhance the retail platform's collectible offerings and connect live experiences with shopping for sports memorabilia. EBay has been expanding its digital collectibles business through initiatives like its authenticity guarantee program for trading cards and acquisitions like NFT marketplace KnownOrigin and collectibles company TCGplayer.",0.423389,1.0
20230204T031715,"eBay Mistakenly Issues 1099-Ks To Individual Seller Names, Not LLCs","eBay has mistakenly issued 1099-K tax forms to individual seller names and SSNs instead of their LLC business names and EINs, causing confusion and frustration among sellers. The issue stems from an outdated account registration process that lumped sole proprietors and LLCs together, preventing existing LLCs from properly having their EIN on the forms. Despite initial incorrect information from customer support, eBay community staff have acknowledged the problem, but a clear resolution for affected sellers is still pending.",-0.254321,1.0
20230207T034000,San Jose-based eBay announces layoff,"San Jose-based eBay announced it will cut 4% of its workforce, or approximately 500 employees globally, due to the global macroeconomic environment. CEO Jamie Iannone stated that this restructuring allows the company to invest in high-potential areas like new technologies and customer innovations. Employees affected by the layoffs will receive transition packages including severance; this announcement came on the same day Zoom, another San Jose-based tech company, also announced significant layoffs.",-0.422444,1.0
20230209T152624,President and CEO Dan Schulman Announces Intention to Retire from PayPal at Year-End,"PayPal President and CEO Dan Schulman has announced his intention to retire from the company at the end of 2023, with the board initiating a search for his successor. Schulman, who joined PayPal in 2014, is credited with significantly growing the company's financial performance, including increasing revenues from $9.2 billion to $27.5 billion and expanding active accounts to over 430 million. His tenure also saw the implementation of a groundbreaking employee financial wellness program and investments in closing the racial wealth gap.",0.045588,0.409686
20230210T031715,EBay lays off 500 workers,"EBay is laying off about 500 employees internationally, representing 4% of its workforce, a move CEO Jamie Iannone states is to invest in new technologies and streamline corporate structure. This follows a trend of layoffs in the retail sector, as companies face financial pressures, with eBay's Q3 revenue declining 5% and gross merchandise volumes dropping 11%. Despite these challenges, eBay continues to invest in new technologies like NFTs and digital collectibles, having acquired KnownOrigin and TCGplayer.",-0.131751,1.0
20230213T031715,eBay Acquires 3PM Shield to Bring Advanced Marketplace Compliance Technology In-House,"eBay has acquired 3PM Shield, a provider of AI-based marketplace compliance solutions, to enhance its monitoring capabilities and prevent the sale of counterfeit, unsafe, and illegal items. This acquisition, completed on February 9, 2023, is part of eBay's commitment to maintaining a safe and trusted platform for its global community of sellers and buyers. The integration of 3PM Shield's technology will simplify policy compliance for sellers and strengthen eBay's ability to address problematic behavior and items.",0.42483,1.0
20230214T031715,eBay Motors Launches New Purchase Protections for Auto Parts & Accessories,"eBay Motors has introduced ""eBay Guaranteed Fit,"" a new program providing purchase protections for auto parts and accessories. This initiative ensures that shoppers receive the correct parts for their vehicles or get their money back, significantly enhancing confidence for both buyers and sellers on the platform. The program streamlines the process of finding compatible parts and aims to reduce fitment issues, benefiting from eBay's existing Money Back Guarantee.",0.450698,1.0
20230214T090000,eBay Motors Launches New Purchase Protections for Auto Parts & Accessories,"eBay Motors has launched ""eBay Guaranteed Fit,"" a new program offering purchase protections for auto parts and accessories. This program ensures that if a purchased part with the ""Fits"" compatibility checkmark doesn't fit the buyer's vehicle, eBay Motors will cover the return cost and issue a full refund. This initiative aims to increase buyer confidence and reduce fitment issues for both shoppers and sellers on the platform.",0.436181,1.0
20230221T031715,"What’s Driving Recommerce? New eBay Report Shows Sellers, Buyers Find Financial Value in Pre-Loved Goods","A new eBay report highlights the surging popularity of recommerce, with 90% of buyers having purchased pre-loved goods in the past year. The study, based on surveys of over 11,000 sellers and 7,400 buyers across multiple countries, reveals that financial benefits and increasing sustainability concerns are the primary drivers for both sellers and buyers participating in the circular economy, especially among younger generations. The report also quantifies the positive environmental impact of recommerce, noting significant avoided waste and carbon emissions.",0.479691,1.0
20230222T061025,Can PDD’s share price maintain its streak following Temu’s debut?,"PDD Holdings' ecommerce app, Temu, made its Super Bowl debut as part of an aggressive push into the North American market, following China's Shein with a discount pricing strategy. Temu has seen rapid growth in downloads and gross merchandise value since its US launch, despite facing stiff competition from established players like Amazon, Shein, and AliExpress. The article also examines the performance of relevant ETFs, including the Global X Emerging Markets Internet & E-commerce ETF and the Invesco Golden Dragon China ETF, both of which hold PDD.",-0.021303,0.561178
20230223T031715,"For eBay’s buyers, sellers, and investors, sustainability still ranks second place to earnings","eBay's recent Recommerce Report highlights the company's efforts in promoting sustainability through reselling goods, noting significant environmental benefits and positive economic impact. However, despite these efforts, both buyers and sellers on the platform prioritize financial incentives over sustainability. This focus on earnings is mirrored by investors, as eBay's share price dropped following a quarterly earnings report that showed below-expected figures and declining active buyers.",-0.349173,1.0
20230224T031715,"Etsy climbs, eBay earnings slide in Q4 and ‘22","Etsy reported earnings gains for Q4 and the full year 2022, primarily driven by reengaging buyers and strong holiday performance, despite some declines related to impairment charges. In contrast, eBay experienced an earnings slide for both Q4 and the full year, with a focus on strategic changes like layoffs and international growth. Both companies refrained from issuing full-year guidance for 2023 due to macroeconomic uncertainties.",-0.253908,1.0
20230224T032339,Amazon Launches OEM Auto Parts Store,"Amazon has launched a new OEM Parts Shop, building on its existing Amazon Garage, to offer aftermarket replacement and custom parts from various automotive brands including GM, Stellantis, BMW, and Yamaha. This move is seen as a response to the growth of eBay Motors and aims to simplify the automotive parts shopping experience for customers. The new shop provides detailed product information, transparent pricing, and multiple delivery options, allowing customers to easily find parts using vehicle specifications.",0.140781,0.839755
20230225T120500,Amazon's Lagging Performance Vs. eBay Since 2020 Should Continue,"The author reiterates a successful spread trade strategy involving going long on eBay (EBAY) and short on Amazon (AMZN), which has performed well since late 2020 and is suggested to continue in 2023. This recommendation is based on the belief that eBay is undervalued despite slow growth, while Amazon remains overvalued, particularly if a recession occurs, due to its slim margins. The article emphasizes that eBay's future value is often misunderstood, while Amazon's valuation is seen as unsustainable under potential economic pressures.",-0.030302,0.899027
